run_id,campaign_mode,city,instance_type,customer_pattern,time_window_tightness,n_customers,n_stations,node_elevation_provider,compute_matrices,run_energy_feasibility,road_graph_nodes,road_graph_edges,n_depots,n_satellites,generation_time_s
7286f24217faf834d2c4c438b4,main,Casablanca,multi_depot_evrptw,c,medium,200,60,srtm,True,True,37439,98562,3,0,309.663242
15de9124dd8340869dfa534ea7,main,Casablanca,multi_depot_evrptw,c,medium,200,60,srtm,True,True,37439,98562,3,0,303.60523
e5cc2fd3253dfc234f4400a4fc,main,Casablanca,multi_depot_evrptw,c,medium,200,60,srtm,True,True,37439,98562,3,0,307.688079
5496eadbfd0ff0a9dc7da3273a,main,Casablanca,multi_depot_evrptw,c,medium,200,60,srtm,True,True,37439,98562,3,0,221.771366
c1219b7d75e6a286405560dddf,main,Casablanca,multi_depot_evrptw,r,medium,200,60,srtm,True,True,37439,98562,3,0,179.932584
893512e3fe52b33a299edc6a2d,main,Casablanca,multi_depot_evrptw,r,medium,200,60,srtm,True,True,37439,98562,3,0,179.801916
fda2b39012dc7038299001a908,main,Casablanca,multi_depot_evrptw,r,medium,200,60,srtm,True,True,37439,98562,3,0,179.229376
aa7e8d0c57d65c211c9729db16,main,Casablanca,multi_depot_evrptw,r,medium,200,60,srtm,True,True,37439,98562,3,0,3426.299699
f159b62ab5ebb4820d5dde3120,main,Casablanca,multi_depot_evrptw,r,medium,200,60,srtm,True,True,37439,98562,3,0,188.326527
703015a7060f7d883732ff9253,main,Casablanca,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,37439,98562,3,0,186.228864
a5bae2c8633419b113771278a9,main,Casablanca,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,37439,98562,3,0,186.362058
538761fa0aa424c9f8fb651e88,main,Casablanca,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,37439,98562,3,0,186.437179
3b1252371a3df041dd5701be0a,main,Casablanca,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,37439,98562,3,0,191.513905
18679f69ad89465e1c7f043e1a,main,Casablanca,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,37439,98562,3,0,188.02648
d7d612caef22ab2dd7748e5426,main,Casablanca,two_echelon_evrp,c,medium,200,60,srtm,True,True,37439,98562,1,4,83.616388
b8fc39f25bb36549c2bc74779e,main,Casablanca,two_echelon_evrp,c,medium,200,60,srtm,True,True,37439,98562,1,4,83.036274
216f78d770b5c871daf84cab58,main,Casablanca,two_echelon_evrp,c,medium,200,60,srtm,True,True,37439,98562,1,4,81.674384
0d486fb8f9f50b7eecd1a90696,main,Casablanca,two_echelon_evrp,c,medium,200,60,srtm,True,True,37439,98562,1,4,81.067171
9548ca03eeb8f67274fae6f34c,main,Casablanca,two_echelon_evrp,c,medium,200,60,srtm,True,True,37439,98562,1,4,81.344331
7a017ac496d2ef7072813f63d0,main,Casablanca,two_echelon_evrp,r,medium,200,60,srtm,True,True,37439,98562,1,4,80.566331
729f3315fc590a947c66519236,main,Casablanca,two_echelon_evrp,r,medium,200,60,srtm,True,True,37439,98562,1,4,81.467071
f2b9fbaa0113ba25ae220ea87b,main,Casablanca,two_echelon_evrp,r,medium,200,60,srtm,True,True,37439,98562,1,4,81.372567
fa18b65cb8bb35952206df7d67,main,Casablanca,two_echelon_evrp,r,medium,200,60,srtm,True,True,37439,98562,1,4,81.404376
d40d420d595f22d28c3550b2eb,main,Casablanca,two_echelon_evrp,r,medium,200,60,srtm,True,True,37439,98562,1,4,81.818238
2e3b7467b885335483fa7ead89,main,Casablanca,two_echelon_evrp,rc,medium,200,60,srtm,True,True,37439,98562,1,4,82.288857
db4e8629bcbabdf9b90dc3f7ee,main,Casablanca,two_echelon_evrp,rc,medium,200,60,srtm,True,True,37439,98562,1,4,81.628036
c63106c6e47427b4370ed33fa6,main,Casablanca,two_echelon_evrp,rc,medium,200,60,srtm,True,True,37439,98562,1,4,83.32291
ee23f32947603adc0b85f3ac33,main,Casablanca,two_echelon_evrp,rc,medium,200,60,srtm,True,True,37439,98562,1,4,81.4282
2fc21cbcbeecd94936d4e957a7,main,Casablanca,two_echelon_evrp,rc,medium,200,60,srtm,True,True,37439,98562,1,4,82.10593
dea506fd2fb6607aa663b56c84,main,Madrid,classic_evrptw,c,medium,200,60,srtm,True,True,30914,60769,1,0,216.481335
89ce4dc3ccca758d44d72683d8,main,Madrid,classic_evrptw,c,medium,200,60,srtm,True,True,30914,60769,1,0,167.492075
4f7d827a29eacfd2a7fdc49848,main,Madrid,classic_evrptw,c,medium,200,60,srtm,True,True,30914,60769,1,0,166.370114
3c51a1c689e15ef54bff2aaf7f,main,Madrid,classic_evrptw,c,medium,200,60,srtm,True,True,30914,60769,1,0,168.330857
cab9279939af40b82cc9176db3,main,Madrid,classic_evrptw,c,medium,200,60,srtm,True,True,30914,60769,1,0,1045.121897
46a905ad3378d604444eab308d,main,Madrid,classic_evrptw,r,medium,200,60,srtm,True,True,30914,60769,1,0,167.017151
a60a8b360aabc1bb60db9259c8,main,Madrid,classic_evrptw,r,medium,200,60,srtm,True,True,30914,60769,1,0,167.425469
5183b3b1948ccbc881686e905c,main,Madrid,classic_evrptw,r,medium,200,60,srtm,True,True,30914,60769,1,0,167.204463
c14b6caba249ae050b6adba285,main,Madrid,classic_evrptw,r,medium,200,60,srtm,True,True,30914,60769,1,0,168.12068
c214e33a5e0e9c49d569003fde,main,Madrid,classic_evrptw,r,medium,200,60,srtm,True,True,30914,60769,1,0,438.242696
b4847ad8e5c6418f9e3702968f,main,Madrid,classic_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,1,0,394.696862
18048e554d888bf51cee396336,main,Madrid,classic_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,1,0,367.085432
7917a9f61b3fee0186ee294c87,main,Madrid,classic_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,1,0,397.706742
7fa3184aa10d3c45f76ef8b7b3,main,Madrid,classic_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,1,0,396.656138
c4b710c2a4b98a9ac6f60c0e8c,main,Madrid,classic_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,1,0,322.831245
7b1dce1758c260663143bc51c1,main,Madrid,multi_depot_evrptw,c,medium,200,60,srtm,True,True,30914,60769,3,0,234.902898
da51cf77c16202675ab3070be4,main,Madrid,multi_depot_evrptw,c,medium,200,60,srtm,True,True,30914,60769,3,0,243.430342
a928ea071b0219cf13d2a57276,main,Madrid,multi_depot_evrptw,r,medium,200,60,srtm,True,True,30914,60769,3,0,240.278026
ec294aa9bca9af352cbcfe02a3,main,Madrid,multi_depot_evrptw,r,medium,200,60,srtm,True,True,30914,60769,3,0,238.937146
2cc81689302e687aa42c2508d5,main,Madrid,multi_depot_evrptw,r,medium,200,60,srtm,True,True,30914,60769,3,0,241.991038
d755f97e33faab2d4e1cdf224c,main,Madrid,multi_depot_evrptw,r,medium,200,60,srtm,True,True,30914,60769,3,0,245.623316
ef65e9851be96a587d6baf41fa,main,Madrid,multi_depot_evrptw,r,medium,200,60,srtm,True,True,30914,60769,3,0,400.026034
34840d05349c6981b1dee09145,main,Madrid,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,3,0,520.03955
bab9d955547a1fd5108bfb2ddd,main,Madrid,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,3,0,339.378908
c3de8698381f119fb93c5d46f5,main,Madrid,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,3,0,423.114295
5914e2c06685005f0d9e96556b,main,Madrid,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,3,0,368.194067
e39aba4cef79f4e52aa9074148,main,Madrid,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,30914,60769,3,0,301.166659
b743c55d9fbd79c050c73d4d24,main,Madrid,two_echelon_evrp,c,medium,200,60,srtm,True,True,30914,60769,1,4,385.492245
a6ff75e3c482c29885c74cee21,main,Madrid,two_echelon_evrp,c,medium,200,60,srtm,True,True,30914,60769,1,4,399.944098
8ded9d2e9be47f884a5ccd04cd,main,Madrid,two_echelon_evrp,c,medium,200,60,srtm,True,True,30914,60769,1,4,1019.930212
1dd08d8ffce26d79fa1c59ebc3,main,Madrid,two_echelon_evrp,c,medium,200,60,srtm,True,True,30914,60769,1,4,194.747268
e7dcf4adb454f72e912c77ee98,main,Madrid,two_echelon_evrp,c,medium,200,60,srtm,True,True,30914,60769,1,4,209.953645
fe602c09d109f0c686a7580335,main,Madrid,two_echelon_evrp,r,medium,200,60,srtm,True,True,30914,60769,1,4,234.442886
b155192202fa2714354bd6587c,main,Madrid,two_echelon_evrp,r,medium,200,60,srtm,True,True,30914,60769,1,4,176.052155
c0c2b503c30c5f383315c66ec4,main,Madrid,two_echelon_evrp,r,medium,200,60,srtm,True,True,30914,60769,1,4,331.217901
e4b427f4e9d4a056fb6e6886b2,main,Madrid,two_echelon_evrp,r,medium,200,60,srtm,True,True,30914,60769,1,4,168.833608
2679f7db69f2b343efc100d8fa,main,Madrid,two_echelon_evrp,r,medium,200,60,srtm,True,True,30914,60769,1,4,171.870895
f8cbc47b98837f111382df3092,main,Madrid,two_echelon_evrp,rc,medium,200,60,srtm,True,True,30914,60769,1,4,194.390972
42d2a640ea9267402698779e5a,main,Madrid,two_echelon_evrp,rc,medium,200,60,srtm,True,True,30914,60769,1,4,399.696923
907ed8c80d52b5686077d6adf7,main,Madrid,two_echelon_evrp,rc,medium,200,60,srtm,True,True,30914,60769,1,4,395.800017
c5f82d4c27c8bf0be4a40bdd9c,main,Madrid,two_echelon_evrp,rc,medium,200,60,srtm,True,True,30914,60769,1,4,370.226748
ae15db3fbf0eae4702999973af,main,Madrid,two_echelon_evrp,rc,medium,200,60,srtm,True,True,30914,60769,1,4,400.559444
76b3396aa9ab900f77269c7217,main,Paris,classic_evrptw,c,medium,200,60,srtm,True,True,9236,17844,1,0,263.297927
279ed3024a2540757299cebf12,main,Paris,classic_evrptw,c,medium,200,60,srtm,True,True,9236,17844,1,0,144.25288
d83f8f0352bb596616c46d30cb,main,Paris,classic_evrptw,c,medium,200,60,srtm,True,True,9236,17844,1,0,143.710779
c2cd77754fbdb09a5102080261,main,Paris,classic_evrptw,c,medium,200,60,srtm,True,True,9236,17844,1,0,360.122475
8167056fbdd967a3a8af93ec3b,main,Paris,classic_evrptw,c,medium,200,60,srtm,True,True,9236,17844,1,0,319.122453
9225146a0cb08d6baa6be83fdb,main,Paris,classic_evrptw,r,medium,200,60,srtm,True,True,9236,17844,1,0,378.209785
011b7bf2c41d4bfaa9d4e892dc,main,Paris,classic_evrptw,r,medium,200,60,srtm,True,True,9236,17844,1,0,340.868926
fb9c15c1bd9dbe8190d16ae606,main,Paris,classic_evrptw,r,medium,200,60,srtm,True,True,9236,17844,1,0,289.426011
909507dade4111039ec2212080,main,Paris,classic_evrptw,r,medium,200,60,srtm,True,True,9236,17844,1,0,376.900122
181b7e5d1c49c2c0c38aea281b,main,Paris,classic_evrptw,r,medium,200,60,srtm,True,True,9236,17844,1,0,1075.864382
c1ece2e3e48c8cfc7d86d71a01,main,Paris,classic_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,1,0,373.730039
43370b07585d2f5f96fc9bb083,main,Paris,classic_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,1,0,196.526283
76b56fb1fe14562616c32a0a05,main,Paris,classic_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,1,0,145.29993
e6814cc178536b9927b01eaece,main,Paris,classic_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,1,0,339.896715
dda01eb343313921f8f58d5a33,main,Paris,classic_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,1,0,342.589786
62dc713b92952b92d8769ae5a7,main,Paris,multi_depot_evrptw,c,medium,200,60,srtm,True,True,9236,17844,3,0,384.891635
1fc69a207391c5f3cd84999d3e,main,Paris,multi_depot_evrptw,c,medium,200,60,srtm,True,True,9236,17844,3,0,286.385776
cb416914e8f661509f77f5832d,main,Paris,multi_depot_evrptw,c,medium,200,60,srtm,True,True,9236,17844,3,0,173.809372
f025763fd07a294fd49ba8f458,main,Paris,multi_depot_evrptw,c,medium,200,60,srtm,True,True,9236,17844,3,0,170.925528
d55f4cc1992c92580a72c4357b,main,Paris,multi_depot_evrptw,c,medium,200,60,srtm,True,True,9236,17844,3,0,169.481401
d582b5dec3aac80d1f7f135edb,main,Paris,multi_depot_evrptw,r,medium,200,60,srtm,True,True,9236,17844,3,0,175.889252
9121c51b69e44350994f393cb9,main,Paris,multi_depot_evrptw,r,medium,200,60,srtm,True,True,9236,17844,3,0,178.855728
3bdb9722da201b88fffaef6ea6,main,Paris,multi_depot_evrptw,r,medium,200,60,srtm,True,True,9236,17844,3,0,375.501592
ce64954e0533dd976764fea18e,main,Paris,multi_depot_evrptw,r,medium,200,60,srtm,True,True,9236,17844,3,0,414.629704
3f833652ec1c7a1e465bbf4d9e,main,Paris,multi_depot_evrptw,r,medium,200,60,srtm,True,True,9236,17844,3,0,431.53963
e29fd5d85b5fe5ac8cc8ef73ee,main,Paris,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,3,0,421.656711
256dd4218933b9ca7baf59a190,main,Paris,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,3,0,420.191545
8862f33f24bbbc46d7792051f5,main,Paris,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,3,0,352.501928
e7234b70af7326ab1d5a02e3fd,main,Paris,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,3,0,401.530965
ea18359c122d738b6e304b9078,main,Paris,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,9236,17844,3,0,410.546523
0b161dc6abc3b64c8797cd7ebb,main,Paris,two_echelon_evrp,c,medium,200,60,srtm,True,True,9236,17844,1,4,152.979128
0aee1f49557727693e7c6e9632,main,Paris,two_echelon_evrp,c,medium,200,60,srtm,True,True,9236,17844,1,4,145.045527
06cfe8d42c97015dd6b6dfd6c7,main,Paris,two_echelon_evrp,c,medium,200,60,srtm,True,True,9236,17844,1,4,143.632163
550aa6ae23d0723dbeaa905b92,main,Paris,two_echelon_evrp,c,medium,200,60,srtm,True,True,9236,17844,1,4,145.479168
9b176df0952d1a7ea2d6bda3d6,main,Paris,two_echelon_evrp,c,medium,200,60,srtm,True,True,9236,17844,1,4,146.701329
53ff1be2fb3801faa2128c99e6,main,Paris,two_echelon_evrp,r,medium,200,60,srtm,True,True,9236,17844,1,4,146.998543
10edfab2f09e6ffaff9ce38783,main,Paris,two_echelon_evrp,r,medium,200,60,srtm,True,True,9236,17844,1,4,147.13804
c5f060e690eb965b5bb6537e98,main,Paris,two_echelon_evrp,r,medium,200,60,srtm,True,True,9236,17844,1,4,146.309801
a1fe329189fd5f26bffc75e0fe,main,Paris,two_echelon_evrp,r,medium,200,60,srtm,True,True,9236,17844,1,4,145.466575
c3f44d62fecb961232429eeccd,main,Paris,two_echelon_evrp,r,medium,200,60,srtm,True,True,9236,17844,1,4,144.829797
b9157f73e413c74fba66714905,main,Paris,two_echelon_evrp,rc,medium,200,60,srtm,True,True,9236,17844,1,4,145.209049
408e5093b1ff82fc62919f89d5,main,Paris,two_echelon_evrp,rc,medium,200,60,srtm,True,True,9236,17844,1,4,143.459069
6c9d11099c48254a5372465899,main,Paris,two_echelon_evrp,rc,medium,200,60,srtm,True,True,9236,17844,1,4,143.607743
1af52458d8c8f71cff998548f1,main,Paris,two_echelon_evrp,rc,medium,200,60,srtm,True,True,9236,17844,1,4,1662.888509
9355960196da74645d53590143,main,Paris,two_echelon_evrp,rc,medium,200,60,srtm,True,True,9236,17844,1,4,144.414837
570570b9f9609c03e3121b7726,main,Shenzhen,classic_evrptw,c,medium,200,60,srtm,True,True,45962,95045,1,0,157.777487
f8dc804ed0cd8ff89ac015c272,main,Shenzhen,classic_evrptw,c,medium,200,60,srtm,True,True,45962,95045,1,0,130.782833
006f3cdba3b44e0a8ad43a1d2b,main,Shenzhen,classic_evrptw,c,medium,200,60,srtm,True,True,45962,95045,1,0,129.567494
648999ad5240a8e962d0036c4f,main,Shenzhen,classic_evrptw,c,medium,200,60,srtm,True,True,45962,95045,1,0,132.999188
96ecd7856e4ef5e4c33490d2b4,main,Shenzhen,classic_evrptw,c,medium,200,60,srtm,True,True,45962,95045,1,0,21217.158227
1f2c67dce59859dc1ab7d82ca2,main,Shenzhen,classic_evrptw,r,medium,200,60,srtm,True,True,45962,95045,1,0,132.876166
119bb573c97bf664ede9171c04,main,Shenzhen,classic_evrptw,r,medium,200,60,srtm,True,True,45962,95045,1,0,135.311725
23c9a66707bd2055719bbb03b7,main,Shenzhen,classic_evrptw,r,medium,200,60,srtm,True,True,45962,95045,1,0,133.501015
904b67ea326ce98ffa4bbec3af,main,Shenzhen,classic_evrptw,r,medium,200,60,srtm,True,True,45962,95045,1,0,134.133313
399cd8867fb0c3e753c1f7702a,main,Shenzhen,classic_evrptw,r,medium,200,60,srtm,True,True,45962,95045,1,0,3227.158432
df326bb6731e9edeabc75e8c5c,main,Shenzhen,classic_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,1,0,134.404427
f3edf1eddd0c8ced41246b349e,main,Shenzhen,classic_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,1,0,133.880244
3b4c516d0f10201af96ff0034d,main,Shenzhen,classic_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,1,0,134.839108
454b41c6649990bce952c1930a,main,Shenzhen,classic_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,1,0,30838.920887
de9a136cce4ad1eacba0584ead,main,Shenzhen,classic_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,1,0,139.370514
4bf76a45d42cd8663f9ef6bc29,main,Shenzhen,multi_depot_evrptw,c,medium,200,60,srtm,True,True,45962,95045,3,0,248.231045
5d70a912dd1e494eafccbb980d,main,Shenzhen,multi_depot_evrptw,c,medium,200,60,srtm,True,True,45962,95045,3,0,245.154839
f57b9958feb01430b08c77ee3f,main,Shenzhen,multi_depot_evrptw,c,medium,200,60,srtm,True,True,45962,95045,3,0,647.828669
c2e325dfa03262003114511559,main,Shenzhen,multi_depot_evrptw,c,medium,200,60,srtm,True,True,45962,95045,3,0,344.362374
60ea5af80fa1d0543813536e5f,main,Shenzhen,multi_depot_evrptw,c,medium,200,60,srtm,True,True,45962,95045,3,0,446.475858
37a23361ead9414f327860e596,main,Shenzhen,multi_depot_evrptw,r,medium,200,60,srtm,True,True,45962,95045,3,0,467.631218
79ac94a3e74635788eef29af1c,main,Shenzhen,multi_depot_evrptw,r,medium,200,60,srtm,True,True,45962,95045,3,0,1999.562027
255e38b99e13485e5aa9c7b5de,main,Shenzhen,multi_depot_evrptw,r,medium,200,60,srtm,True,True,45962,95045,3,0,464.818358
f10994453677f2d9429eb7fb20,main,Shenzhen,multi_depot_evrptw,r,medium,200,60,srtm,True,True,45962,95045,3,0,467.020635
b5f7b1fb269fff44ce27d1409b,main,Shenzhen,multi_depot_evrptw,r,medium,200,60,srtm,True,True,45962,95045,3,0,465.369617
882f2d0cb8f670aaea976c17d3,main,Shenzhen,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,3,0,461.10715
8e615db6fe4c0354c87bc3c387,main,Shenzhen,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,3,0,463.610432
773615e6b2000593c4feb8a817,main,Shenzhen,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,3,0,465.947199
0f54494922002580301424bdcf,main,Shenzhen,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,3,0,460.838839
b4673b7d0281e6d5ce769db773,main,Shenzhen,multi_depot_evrptw,rc,medium,200,60,srtm,True,True,45962,95045,3,0,465.474825
99b757d823f60f6798e7be5f70,main,Shenzhen,two_echelon_evrp,c,medium,200,60,srtm,True,True,45962,95045,1,4,282.156848
a667a4067536f580de3ef17791,main,Shenzhen,two_echelon_evrp,c,medium,200,60,srtm,True,True,45962,95045,1,4,278.596397
02057462313bccad30ecf7a7b6,main,Shenzhen,two_echelon_evrp,c,medium,200,60,srtm,True,True,45962,95045,1,4,277.777729
fd4260126d7cfa5eaf4f00b32d,main,Shenzhen,two_echelon_evrp,c,medium,200,60,srtm,True,True,45962,95045,1,4,277.408019
bd54b87f452dc799916024f8c4,main,Shenzhen,two_echelon_evrp,c,medium,200,60,srtm,True,True,45962,95045,1,4,276.410184
a86869056693b133185f3674d3,main,Shenzhen,two_echelon_evrp,r,medium,200,60,srtm,True,True,45962,95045,1,4,277.067474
bd094a26ce9ac88d83f4d37619,main,Shenzhen,two_echelon_evrp,r,medium,200,60,srtm,True,True,45962,95045,1,4,1635.503541
342f968bdd00cfbd03cd4be37a,main,Shenzhen,two_echelon_evrp,r,medium,200,60,srtm,True,True,45962,95045,1,4,190.750173
b259ba4288a0a06c25b109b880,main,Shenzhen,two_echelon_evrp,r,medium,200,60,srtm,True,True,45962,95045,1,4,134.212241
e429b304c20077a934a3b62bda,main,Shenzhen,two_echelon_evrp,r,medium,200,60,srtm,True,True,45962,95045,1,4,134.494628
6b2c4b913816ab5a4e8f610d93,main,Shenzhen,two_echelon_evrp,rc,medium,200,60,srtm,True,True,45962,95045,1,4,133.566451
a9f194c64671ef2b3eb99460c5,main,Shenzhen,two_echelon_evrp,rc,medium,200,60,srtm,True,True,45962,95045,1,4,271.875156
1c26a54860d9e158472e656603,main,Shenzhen,two_echelon_evrp,rc,medium,200,60,srtm,True,True,45962,95045,1,4,214.339659
4df8fd16aa0773bcfccc8d560d,main,Shenzhen,two_echelon_evrp,rc,medium,200,60,srtm,True,True,45962,95045,1,4,275.105029
b7e14013e85a4b34387b3fbcf9,main,Shenzhen,two_echelon_evrp,rc,medium,200,60,srtm,True,True,45962,95045,1,4,276.270635
